-4.923737943172454834e-01,1.079152431339025497e-02,1.398317068815231323e-01,1.338466256856918335e-01,1.278041452169418335e-01,1.225526407361030579e-01,1.170481741428375244e-01,1.118007153272628784e-01,1.075539216399192810e-01,1.031263545155525208e-01,9.956352412700653076e-02,9.665817022323608398e-02,9.386081248521804810e-02,9.116182476282119751e-02,8.819803595542907715e-02,8.664010465145111084e-02,8.542046695947647095e-02,8.390649408102035522e-02,8.317001909017562866e-02,8.235849440097808838e-02
3.147212415933609009e-02,1.043293327093124390e-01,-2.083362787961959839e-01,-1.711619794368743896e-01,-1.340638250112533569e-01,-9.704513847827911377e-02,-6.372664123773574829e-02,-3.648389130830764771e-02,-6.355869583785533905e-03,1.290304213762283325e-02,4.971015825867652893e-02,8.514592796564102173e-02,1.201472952961921692e-01,1.530335545539855957e-01,1.851913630962371826e-01,2.160110920667648315e-01,2.446524351835250854e-01,2.723267376422882080e-01,2.984873652458190918e-01,3.228836655616760254e-01
3.212022781372070312e-02,-2.245235592126846313e-01,2.899836301803588867e-01,2.376153320074081421e-01,1.987102478742599487e-01,1.562299877405166626e-01,1.113900095224380493e-01,7.110387086868286133e-02,3.730205819010734558e-02,1.423923019319772720e-02,-4.876223101746290922e-04,-5.343317240476608276e-02,-1.117195934057235718e-01,-1.709692478179931641e-01,-2.365969866514205933e-01,-2.972376942634582520e-01,-3.499953150749206543e-01,-3.969207704067230225e-01,-4.394141137599945068e-01,-4.814602434635162354e-01
1.662312261760234833e-02,1.393615901470184326e-01,-4.423237740993499756e-01,-3.821526169776916504e-01,-3.231263160705566406e-01,-2.638225555419921875e-01,-2.075796127319335938e-01,-1.502642184495925903e-01,-9.725645929574966431e-02,-4.441632330417633057e-02,-2.330464869737625122e-02,1.012482773512601852e-02,5.355098098516464233e-02,9.463598579168319702e-02,1.344445198774337769e-01,1.712172478437423706e-01,2.001705169677734375e-01,2.279753834009170532e-01,2.524015605449676514e-01,2.792696058750152588e-01
-8.109946548938751221e-02,4.853768646717071533e-02,-1.590818613767623901e-01,-1.423183679580688477e-01,-1.253467649221420288e-01,-1.101305037736892700e-01,-9.728892147541046143e-02,-8.259791135787963867e-02,-7.034251093864440918e-02,-5.863138660788536072e-02,-4.590246081352233887e-02,-3.543516620993614197e-02,-2.335981465876102448e-02,-1.050324086099863052e-02,-1.881202333606779575e-03,4.132010973989963531e-03,1.281813159584999084e-02,2.221328951418399811e-02,3.081795945763587952e-02,3.718519210815429688e-02
1.057974323630332947e-01,-2.081811875104904175e-01,-2.006836980581283569e-01,-1.767349243164062500e-01,-1.531487256288528442e-01,-1.266218125820159912e-01,-1.033285334706306458e-01,-7.831650972366333008e-02,-5.516448989510536194e-02,-3.177231922745704651e-02,-8.891837671399116516e-03,1.622122945263981819e-03,1.982700824737548828e-02,3.553203120827674866e-02,5.371320620179176331e-02,7.227814942598342896e-02,9.201020747423171997e-02,1.087349876761436462e-01,1.258352100849151611e-01,1.432235985994338989e-01
-1.081432681530714035e-02,1.164346635341644287e-01,-2.485604137182235718e-01,-2.104936093091964722e-01,-1.743547171354293823e-01,-1.394620984792709351e-01,-1.036405339837074280e-01,-7.165540009737014771e-02,-4.798717051744461060e-02,-2.189959958195686340e-02,-2.786845143418759108e-04,3.576832264661788940e-02,7.130247354507446289e-02,1.045299544930458069e-01,1.364464610815048218e-01,1.679155826568603516e-01,1.978291869163513184e-01,2.255644500255584717e-01,2.530038058757781982e-01,2.785166501998901367e-01
1.076193079352378845e-01,-5.383514165878295898e-01,1.588529795408248901e-01,1.401470750570297241e-01,1.234679445624351501e-01,1.067439690232276917e-01,9.069941192865371704e-02,7.561653107404708862e-02,6.133860349655151367e-02,4.874819889664649963e-02,3.515355288982391357e-02,1.896293461322784424e-02,9.124119766056537628e-03,2.089897170662879944e-03,-1.064619328826665878e-02,-2.516172267496585846e-02,-4.055287688970565796e-02,-5.799959972500801086e-02,-7.487455755472183228e-02,-9.249844402074813843e-02
2.802734076976776123e-02,2.063145339488983154e-01,-3.415708541870117188e-01,-2.909009456634521484e-01,-2.421250194311141968e-01,-1.948324739933013916e-01,-1.515755206346511841e-01,-1.055114716291427612e-01,-6.134071573615074158e-02,-2.041420154273509979e-02,1.557151786983013153e-02,4.783125221729278564e-02,6.212842464447021484e-02,7.251432538032531738e-02,8.253911882638931274e-02,1.021045893430709839e-01,1.335985362529754639e-01,1.635870784521102905e-01,1.851767003536224365e-01,2.040395289659500122e-01
-2.579896152019500732e-01,-1.114213317632675171e-01,3.877331316471099854e-02,3.600924089550971985e-02,3.404552489519119263e-02,3.453331440687179565e-02,3.928214311599731445e-02,4.677096381783485413e-02,5.431541055440902710e-02,6.153606995940208435e-02,6.913500279188156128e-02,7.645950466394424438e-02,8.377178013324737549e-02,9.183724224567413330e-02,9.911669790744781494e-02,1.063748598098754883e-01,1.139445230364799500e-01,1.204664558172225952e-01,1.270065307617187500e-01,1.327362358570098877e-01
-2.453445047140121460e-01,1.563653349876403809e-02,3.363731130957603455e-02,2.701415121555328369e-02,1.952932029962539673e-02,1.240873616188764572e-02,5.320862401276826859e-03,-2.792641054838895798e-03,-9.735459461808204651e-03,-1.567697711288928986e-02,-2.089304290711879730e-02,-2.672019042074680328e-02,-3.671808168292045593e-02,-4.964062571525573730e-02,-6.032982841134071350e-02,-7.138531655073165894e-02,-8.157297223806381226e-02,-9.157866239547729492e-02,-1.019295975565910339e-01,-1.145623400807380676e-01
-3.594688177108764648e-01,-1.222422719001770020e-01,5.729409307241439819e-02,5.492419004440307617e-02,5.774074792861938477e-02,6.268133968114852905e-02,6.775677204132080078e-02,7.196663320064544678e-02,7.737365365028381348e-02,8.169481158256530762e-02,8.602780103683471680e-02,9.032854437828063965e-02,9.361571818590164185e-02,9.570961445569992065e-02,9.858428686857223511e-02,1.013729125261306763e-01,1.033331900835037231e-01,1.048360466957092285e-01,1.063028573989868164e-01,1.071806624531745911e-01
-1.235897373408079147e-02,-7.090768218040466309e-01,3.486922755837440491e-02,2.928182296454906464e-02,2.452279627323150635e-02,2.228092029690742493e-02,2.153843641281127930e-02,2.072248607873916626e-02,1.722875051200389862e-02,4.871687386184930801e-03,-1.539516914635896683e-02,-3.644905239343643188e-02,-5.579760298132896423e-02,-7.400140166282653809e-02,-9.453027695417404175e-02,-1.104141473770141602e-01,-1.274394392967224121e-01,-1.447170227766036987e-01,-1.597575545310974121e-01,-1.788710355758666992e-01
-1.433349549770355225e-01,-2.490206062793731689e-01,-3.890413045883178711e-01,-3.513164222240447998e-01,-3.142912983894348145e-01,-2.785190045833587646e-01,-2.447272688150405884e-01,-2.104966491460800171e-01,-1.770135015249252319e-01,-1.452406048774719238e-01,-1.141457632184028625e-01,-8.578685671091079712e-02,-5.769799277186393738e-02,-3.085537627339363098e-02,-6.030437536537647247e-03,-5.368952988646924496e-04,2.919560531154274940e-03,6.063567474484443665e-03,1.039140392094850540e-02,1.500710751861333847e-02
-3.570421636104583740e-01,-4.279721155762672424e-02,1.179339140653610229e-01,1.201414614915847778e-01,1.216935068368911743e-01,1.234515458345413208e-01,1.261286586523056030e-01,1.284843534231185913e-01,1.312928050756454468e-01,1.351071447134017944e-01,1.372944116592407227e-01,1.385578960180282593e-01,1.414394527673721313e-01,1.434074193239212036e-01,1.438398808240890503e-01,1.458567827939987183e-01,1.483699530363082886e-01,1.496391892433166504e-01,1.520808041095733643e-01,1.537752598524093628e-01
5.362547002732753754e-03,1.447373814880847931e-02,-6.722044665366411209e-03,-7.141332607716321945e-03,-7.159581873565912247e-03,-7.149669807404279709e-03,-7.006492000073194504e-03,-6.776353809982538223e-03,-7.421400863677263260e-03,-9.454303421080112457e-03,-1.313908863812685013e-02,-1.936108991503715515e-02,-2.622224390506744385e-02,-3.256647661328315735e-02,-3.998503461480140686e-02,-4.407070949673652649e-02,-4.923515394330024719e-02,-5.457653850317001343e-02,-5.978276208043098450e-02,-6.510697305202484131e-02
